150,0.0176036045476
426,0.0086446272332
37,0.0650180751297
0,0.882118719547
222,0.025873221216
376,0.586028460543
159,0.01617076326
312,0.025873221216
276,0.130659767141
276,0.202457956016
162,0.00128913443831
215,0.002394106814
108,0.00580110497238
465,0.000506445672192
245,0.987799263352
350,0.000405547895206
415,0.972544407495
433,0.00170330115987
463,0.0113553410658
193,0.00502879390056
276,0.00271462504242
272,0.00729555480149
347,0.0568374618256
103,0.929589412962
61,0.00640652300524
61,0.00640652300524
61,0.00349446709377
301,0.30329062318
29,0.648951659872
363,0.00655229926138
363,0.00190612342149
287,0.107457707887
404,0.870026209197
413,0.0102454133905
150,0.0554730064388
354,0.538220241043
145,0.0130427604425
113,0.00891530460624
304,0.000331693294267
113,0.412958151363
246,0.109458787108
193,0.440930952513
243,0.0298523964841
56,0.000193337898256
245,0.00497845088009
465,0.0382406251259
419,0.00160712127925
83,0.000269867482982
126,0.0291862478358
365,0.104130596092
351,0.597576057383
50,0.055899084838
40,0.208261192184
363,0.0172251800814
136,0.0623238333855
306,0.233009708738
149,0.473535859693
148,0.00482296200447
157,0.488530761087
257,0.187213269027
338,0.0107046229855
409,0.0264139216905
316,0.735239279055
166,0.052827843381
435,0.000621504039776
25,0.13890615289
126,0.00759103309216
85,0.0773336496264
65,0.41240659471
113,0.470762661606
346,0.0271616652829
243,0.000425170068027
326,0.912414965986
126,0.0119047619048
85,0.0102040816327
61,0.047619047619
82,0.0482610887097
0,0.145035282258
0,0.00504032258065
0,0.116809475806
24,0.0763477718916
283,0.00373948270489
91,0.873013399813
224,0.00732315363041
321,0.0289809909629
56,0.0548571428571
243,0.313142857143
60,0.100571428571
2,0.235428571429
392,0.04
344,0.00200534759358
465,0.0105280748663
108,0.0335895721925
122,0.00167112299465
71,0.943181818182
52,0.00208453133985
105,0.00610983323749
321,0.977429557217
224,0.00460034502588
363,0.00583306819387
363,0.00424223141372
225,0.48053876339
129,0.501113585746
61,0.00339378513098
344,0.00326264274062
458,0.0174007612833
207,0.699293094073
30,0.13349646547
82,0.0410283877879
22,0.250669523299
162,0.034065345474
10,0.0074986609534
320,0.662238885913
162,0.0103857566766
162,0.00853115727003
179,0.361646884273
110,0.562314540059
82,0.0359792284866
304,0.0012466237274
277,0.913151880324
61,0.0272179513817
51,0.0413463536256
244,0.00353210056098
52,0.00179744638651
178,0.255919176894
0,0.738750464857
0,0.000619809098798
0,0.000371885459279
243,0.00025641025641
344,0.113846153846
289,0.0102564102564
362,0.806153846154
448,0.045641025641
162,0.0338573155985
162,0.112454655381
61,0.037484885127
45,0.00846432889964
